"tblCodeID_Species","ScientificName","AphiaID","ITSN","NODC","tblCodeID_Kingdom","tblCodeID_Phylum","tblCodeID_Class","tblCodeID_Order","tblCodeID_Family","tblCodeID_Genus","tblCodeID_Vernacular","Kingdom","Phylum","Class","Order","Family","Genus","Species","Vernacular","Authority"
5737,"Amphiura carchara  ",242906,NA,NA,873,909,985,1133,3674,2733,NA,"Animalia","Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphiura","Amphiura carchara","","H.L. Clark, 1911"
5738,"ANAITIDES",152426,NA,NA,873,875,938,1150,4032,2738,NA,"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Anaitides","Anaitides","","Czerniavsky, 1882"
5740,"Anarhichas   ",125912,NA,NA,873,890,984,1146,3675,2740,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas","","Linnaeus, 1758"
5741,"Anarhichas lupus",126758,NA,NA,873,890,984,1146,3675,2740,6673,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus","wolf-fish","Linnaeus, 1758"
5742,"Anasca   ",153670,NA,NA,873,892,978,1034,NA,NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","","","Anasca","","Levinsen, 1909"
5743,"Anasimus   ",415055,NA,NA,873,903,975,1055,3881,2742,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Inachoididae","Anasimus","Anasimus","","A. Milne-Edwards, 1880"
5744,"Annelida   ",882,NA,NA,873,875,NA,NA,NA,NA,NA,"Animalia","Annelida","","","","","Annelida","",""
5745,"Anomalocera patersoni  ",104722,NA,NA,873,903,957,1022,4050,2746,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Pontellidae","Anomalocera","Anomalocera patersoni","","Templeton, 1837"
5746,"Anomura   ",106671,NA,NA,873,903,975,1055,NA,NA,6674,"Animalia","Arthropoda","Malacostraca","Decapoda","","","Anomura","squat lobsters","MacLeay, 1838"
5747,"Anthomedusae   ",151687,NA,NA,873,911,968,1008,NA,NA,NA,"Animalia","Cnidaria","Hydrozoa","Anthomedusae","","","Anthomedusae","","Haeckel, 1879"
5748,"Aoridae   ",101368,NA,NA,873,903,975,1003,3679,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","","Aoridae","","Walker, 1908"
5749,"Aphia minuta  ",126868,NA,NA,873,890,984,1146,3850,2755,6675,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Aphia","Aphia minuta","transparent goby","(Risso, 1810)"
5750,"Argentina sphyraena  ",126716,NA,NA,873,890,984,1136,3685,2763,NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina sphyraena","","Linnaeus, 1758"
5751,"Arnoglossus   ",126109,NA,NA,873,890,984,1151,3711,2769,NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus","","Bleeker, 1862"
5752,"Arnoglossus laterna  ",127126,NA,NA,873,890,984,1151,3711,2769,6676,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus laterna","scaldfish","(Walbaum, 1792)"
5753,"Ascidiacea",1839,NA,NA,873,890,931,NA,NA,NA,6677,"Animalia","Chordata","Ascidiacea","","","","Ascidiacea","sea squirts","Nielsen, 1995"
5754,"Aspitrigla cuculus",150662,NA,NA,873,890,984,1169,4159,2774,6678,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Triglidae","Aspitrigla","Aspitrigla cuculus","red gurnard","(Linnaeus, 1758)"
5755,"Astacillidae   ",196131,NA,NA,873,903,975,1093,3690,NA,NA,"Animalia","Arthropoda","Malacostraca","Isopoda","Astacillidae","","Astacillidae","","Stebbing, 1905"
5756,"Astacoidea   ",196146,NA,NA,873,903,975,1055,NA,NA,6679,"Animalia","Arthropoda","Malacostraca","Decapoda","","","Astacoidea","crayfishes","Latreille, 1802"
5757,"Astarte procera  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5758,"Astarte sulcata  ",138824,NA,NA,873,876,928,6593,3691,2777,6649,"Animalia","Mollusca","Bivalvia","Carditoida","Astartidae","Astarte","Astarte sulcata","bivalve mollusc","(da Costa, 1778)"
5760,"Asteriidae   ",123121,NA,NA,873,909,959,1078,3692,NA,NA,"Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","","Asteriidae","","Gray, 1840"
5761,"Asteroidea   ",123080,NA,NA,873,909,959,NA,NA,NA,6680,"Animalia","Echinodermata","Asteroidea","","","","Asteroidea","starfish","de Blainville, 1830"
5762,"Astropecten duplicatus  ",178650,NA,NA,873,909,959,1141,3693,2781,NA,"Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten duplicatus","","Gray, 1840"
5763,"Astropectinidae   ",123127,NA,NA,873,909,959,1141,3693,NA,NA,"Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","","Astropectinidae","","Gray, 1840"
5764,"Atherina presbyter  ",272030,NA,NA,873,890,984,1012,3695,2783,NA,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Atherina","Atherina presbyter","","Cuvier, 1829"
5765,"Aves   ",1836,NA,NA,873,890,960,NA,NA,NA,6681,"Animalia","Chordata","Aves","","","","Aves","birds",""
5766,"Axiidae   ",106798,NA,NA,873,903,975,1055,3699,NA,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Axiidae","","Axiidae","","Huxley, 1879"
5767,"Balanidae   ",106057,NA,NA,873,903,957,1173,3702,NA,NA,"Animalia","Arthropoda","Maxillopoda","Sessilia","Balanidae","","Balanidae","","Leach, 1806"
5768,"Basilissa   ",467446,NA,NA,873,876,947,NA,4098,2794,NA,"Animalia","Mollusca","Gastropoda","","Seguenziidae","Basilissa","Basilissa","","R.B. Watson, 1879"
5769,"Bathyplax typhla  ",440938,NA,NA,873,903,975,1055,3852,2796,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Goneplacidae","Bathyplax","Bathyplax typhla","","A. Milne-Edwards, 1880"
5770,"Belone belone  ",126375,NA,NA,873,890,984,1018,3704,2802,6682,"Animalia","Chordata","Actinopterygii","Beloniformes","Belonidae","Belone","Belone belone","garfish","(Linnaeus, 1761)"
5771,"Blenniidae   ",125519,NA,NA,873,890,984,1146,3707,NA,6683,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","","Blenniidae","combtooth blennies",""
5772,"Blennius   ",125915,NA,NA,873,890,984,1146,3707,2805,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Blennius","Blennius","","Linnaeus, 1758"
5773,"Bothidae   ",125576,NA,NA,873,890,984,1151,3711,NA,6684,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","","Bothidae","lefteye flounders",""
5774,"Brachyrhyncha   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5775,"Bradyidius bradyi  ",104281,NA,NA,873,903,957,1022,3661,2813,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Aetideidae","Bradyidius","Bradyidius bradyi","","(Sars G.O., 1903)"
5776,"Branchiostoma floridae  ",266208,NA,NA,873,890,942,NA,3714,2815,6685,"Animalia","Chordata","Leptocardii","","Branchiostomidae","Branchiostoma","Branchiostoma floridae","Florida lancelet","Hubbs, 1922"
5777,"Brissidae   ",123173,NA,NA,873,909,967,1178,3715,NA,NA,"Animalia","Echinodermata","Echinoidea","Spatangoida","Brissidae","","Brissidae","","Gray, 1855"
5778,"Brosme brosme",126447,NA,NA,873,890,984,1081,3914,2817,6686,"Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Brosme","Brosme brosme","tusk","(Ascanius, 1772)"
5779,"Buccinidae   ",149,NA,NA,873,876,947,1121,3716,NA,6687,"Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","","Buccinidae","whelks","Rafinesque, 1815"
5780,"Buccinum undatum",138878,NA,NA,873,876,947,1121,3716,2818,6688,"Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","Buccinum undatum","waved whelk","Linnaeus, 1758"
5781,"Buglossidium   ",126127,NA,NA,873,890,984,1151,4109,2820,NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Buglossidium","Buglossidium","","Chabanaud, 1930"
5782,"Buglossidium luteum  ",127153,NA,NA,873,890,984,1151,4109,2820,6689,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Buglossidium","Buglossidium luteum","solenette","(Risso, 1810)"
5783,"Byblis gaimardi",101942,NA,NA,873,903,975,1003,3669,2821,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Byblis","Byblis gaimardi","","(Krøyer, 1846)"
5784,"Calanus   ",104152,NA,NA,873,903,957,1022,3717,2824,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Calanidae","Calanus","Calanus","","Leach, 1816"
5785,"Caligus   ",135566,NA,NA,873,903,957,1176,3718,2825,NA,"Animalia","Arthropoda","Maxillopoda","Siphonostomatoida","Caligidae","Caligus","Caligus","","O.F. Müller, 1785"
5786,"Caligus asymmetricus  ",357475,NA,NA,873,903,957,1176,3718,2825,NA,"Animalia","Arthropoda","Maxillopoda","Siphonostomatoida","Caligidae","Caligus","Caligus asymmetricus","","Kabata, 1965"
5787,"Callianassa   ",107072,NA,NA,873,903,975,1055,3719,2827,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae","Callianassa","Callianassa","","Leach, 1814"
5788,"Callianassa californiensis  ",465346,NA,NA,873,903,975,1055,3719,2827,6690,"Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae","Callianassa","Callianassa californiensis","saltwater crayfish","Dana, 1854"
5789,"Callianassa gigas  ",465348,NA,NA,873,903,975,1055,3719,2827,6691,"Animalia","Arthropoda","Malacostraca","Decapoda","Callianassidae","Callianassa","Callianassa gigas","long-handed ghost shrimp","Dana, 1852"
5790,"Callionymus reticulatus  ",126795,NA,NA,873,890,984,1146,3720,2828,6692,"Animalia","Chordata","Actinopterygii","Perciformes","Callionymidae","Callionymus","Callionymus reticulatus","reticulated dragonet","Valenciennes, 1837"
5791,"Calliopidae   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5792,"Calliostoma   ",138584,NA,NA,873,876,947,NA,3722,2829,NA,"Animalia","Mollusca","Gastropoda","","Calliostomatidae","Calliostoma","Calliostoma","","Swainson, 1840"
5793,"Calocaris   ",107071,NA,NA,873,903,975,1055,3699,2830,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Axiidae","Calocaris","Calocaris","","Bell, 1853"
5794,"Calocaris macandreae",107726,NA,NA,873,903,975,1055,3699,2830,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Axiidae","Calocaris","Calocaris macandreae","","Bell, 1853"
5795,"Candacia armata  ",104474,NA,NA,873,903,957,1022,3727,2833,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Candaciidae","Candacia","Candacia armata","","Boeck, 1872"
5796,"CAPITELLIDAE",921,NA,NA,873,875,938,NA,3729,NA,NA,"Animalia","Annelida","Polychaeta","","Capitellidae","","Capitellidae","","Grube, 1862"
5797,"Caprellidae   ",101361,NA,NA,873,903,975,1003,3730,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","","Caprellidae","","Leach, 1814"
5798,"Caprellidea   ",1206,NA,NA,873,903,975,1003,NA,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","","","Caprellidea","","Leach, 1814"
5799,"Cardiidae   ",229,NA,NA,873,876,928,6581,3735,NA,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","","Cardiidae","","Lamarck, 1809"
5800,"Caridea   ",106674,NA,NA,873,903,975,1055,NA,NA,6693,"Animalia","Arthropoda","Malacostraca","Decapoda","","","Caridea","shrimps","Dana, 1852"
5801,"Caridion   ",106984,NA,NA,873,903,975,1055,3871,2838,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Caridion","Caridion","","Goës, 1864"
5802,"Centropages typicus  ",104499,NA,NA,873,903,957,1022,3739,2841,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Centropagidae","Centropages","Centropages typicus","","Krøyer, 1849"
5803,"Cephalaspidea   ",154,NA,NA,873,876,947,1026,NA,NA,NA,"Animalia","Mollusca","Gastropoda","Cephalaspidea","","","Cephalaspidea","","P. Fischer, 1883"
5804,"Cephalopoda   ",11707,NA,NA,873,876,981,NA,NA,NA,6694,"Animalia","Mollusca","Cephalopoda","","","","Cephalopoda","squids, octopuses, nautilus, and ammonites","Cuvier, 1795"
5805,"Ceriantharia   ",1361,NA,NA,873,911,997,1027,NA,NA,6695,"Animalia","Cnidaria","Anthozoa","Ceriantharia","","","Ceriantharia","tube anemones",""
5806,"Chaetognatha   ",2081,NA,NA,873,881,NA,NA,NA,NA,6696,"Animalia","Chaetognatha","","","","","Chaetognatha","arrow worms",""
5807,"Chama   ",137775,NA,NA,873,876,928,6581,3749,2857,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Chamidae","Chama","Chama","","Linnaeus, 1758"
5808,"Chama macerophylla  ",397039,NA,NA,873,876,928,6581,3749,2857,6697,"Animalia","Mollusca","Bivalvia","Veneroida","Chamidae","Chama","Chama macerophylla","leafy jewelbox","Gmelin, 1791"
5809,"Chiridius armatus  ",149730,NA,NA,873,903,957,1022,3661,2864,NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Aetideidae","Chiridius","Chiridius armatus","","(Boeck, 1872)"
5810,"Chlamys   ",346965,NA,NA,873,903,957,1176,6698,2868,NA,"Animalia","Arthropoda","Maxillopoda","Siphonostomatoida","Pandaridae","Chlamys","Chlamys","","Beneden, 1892"
5811,"Chlorophyta   ",801,NA,NA,874,895,NA,NA,NA,NA,6699,"Plantae","Chlorophyta","","","","","Chlorophyta","green algae","Pascher, 1914"
5812,"Ciliata septentrionalis  ",126449,NA,NA,873,890,984,1081,3914,2875,6700,"Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Ciliata","Ciliata septentrionalis","northern rockling","(Collett, 1875)"
5813,"Cirratulidae   ",919,NA,NA,873,875,938,1191,3762,NA,NA,"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","","Cirratulidae","","Carus, 1863"
5814,"Clione   ",137793,NA,NA,873,876,947,1086,3766,2881,NA,"Animalia","Mollusca","Gastropoda","Gymnosomata","Clionidae","Clione","Clione","","Pallas, 1774"
5815,"Clionidae   ",166,NA,NA,873,876,947,1086,3766,NA,NA,"Animalia","Mollusca","Gastropoda","Gymnosomata","Clionidae","","Clionidae","","Rafinesque, 1815"
5816,"Clupea   ",125716,NA,NA,873,890,984,1041,3767,2883,NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea","","Linnaeus, 1758"
5817,"Clupeidae   ",125464,NA,NA,873,890,984,1041,3767,NA,6702,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","","Clupeidae","shads",""
5818,"Clupeoidei   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5819,"Copelata   ",103353,NA,NA,873,890,958,1045,NA,NA,NA,"Animalia","Chordata","Larvacea","Copelata","","","Copelata","",""
5820,"Corophiidae   ",101376,NA,NA,873,903,975,1003,3776,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","","Corophiidae","","Leach, 1814"
5821,"Corystes   ",106877,NA,NA,873,903,975,1055,3777,2898,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Corystidae","Corystes","Corystes","","Bosc, 1802"
5822,"Corystes cassivelanus  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5823,"Corystidae   ",106750,NA,NA,873,903,975,1055,3777,NA,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Corystidae","","Corystidae","","Samouelle, 1819"
5824,"Cossura longocirrata  ",129984,NA,NA,873,875,938,NA,3779,2900,NA,"Animalia","Annelida","Polychaeta","","Cossuridae","Cossura","Cossura longocirrata","","Webser & Benedict, 1887"
5825,"Cottidae   ",125589,NA,NA,873,890,984,1169,3780,NA,6703,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","","Cottidae","sculpins",""
5826,"Crangon   ",107007,NA,NA,873,903,975,1055,3781,2903,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon","","Fabricius, J.C., 1798"
5827,"Crangon allmanni  ",107551,NA,NA,873,903,975,1055,3781,2903,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon allmanni","","Kinahan, J., 1860a"
5828,"Crepidula fornicata  ",138963,NA,NA,873,876,947,1102,3724,2905,6704,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata","slipper shell","(Linnaeus, 1758)"
5829,"Crystallogobius   ",125984,NA,NA,873,890,984,1146,3850,2910,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Crystallogobius","Crystallogobius","","Gill, 1863"
5830,"Crystallogobius nilssonii  ",302895,NA,NA,873,890,984,1146,3850,2910,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Crystallogobius","Crystallogobius nilssonii","","(Düben & Koren, 1846)"
5831,"Cucumaria salma  ",529193,NA,NA,873,909,986,1056,3783,2913,NA,"Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Cucumaria","Cucumaria salma","","Yingst, 1972"
5832,"Cumacea   ",1137,NA,NA,873,903,975,1048,NA,NA,6705,"Animalia","Arthropoda","Malacostraca","Cumacea","","","Cumacea","hooded shrimps","Krøyer, 1846"
5833,"Cuspidaria atlantica  ",139438,NA,NA,873,876,928,1005,3784,2914,NA,"Animalia","Mollusca","Bivalvia","Anomalodesmata","Cuspidariidae","Cuspidaria","Cuspidaria atlantica","","Allen & Morgan, 1981"
5834,"Cyclaspoides   ",110389,NA,NA,873,903,975,1048,3708,2920,NA,"Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Cyclaspoides","Cyclaspoides","","Bonnier, 1896"
5835,"Cyclopoida   ",1101,NA,NA,873,903,957,1050,NA,NA,NA,"Animalia","Arthropoda","Maxillopoda","Cyclopoida","","","Cyclopoida","","Burmeister, 1835"
5836,"Cyclopterus   ",126158,NA,NA,873,890,984,1169,3787,2922,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus","","Linnaeus, 1758"
5837,"Decapoda   ",1130,NA,NA,873,903,975,1055,NA,NA,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","","","Decapoda","","Latreille, 1803"
5838,"Dendrochirotida   ",123111,NA,NA,873,909,986,1056,NA,NA,NA,"Animalia","Echinodermata","Holothuroidea","Dendrochirotida","","","Dendrochirotida","",""
5839,"Diastylidae   ",110380,NA,NA,873,903,975,1048,3799,NA,NA,"Animalia","Arthropoda","Malacostraca","Cumacea","Diastylidae","","Diastylidae","","Bate, 1856"
5840,"Dikonophora   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5841,"Dinocardium robustum  ",156843,NA,NA,873,876,928,6581,3735,2951,6706,"Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Dinocardium","Dinocardium robustum","Atlantic giant cockle","(Lightfoot, 1786)"
5842,"Diplocirrus glaucus",130100,NA,NA,873,875,938,1191,3834,2954,NA,"Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Diplocirrus","Diplocirrus glaucus","","(Malmgren, 1867)"
5843,"Dipturus batis",105869,NA,NA,873,890,939,1161,4075,2960,6707,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus batis","dinnan","(Linnaeus, 1758)"
5844,"Donax   ",137906,NA,NA,873,876,928,6581,3807,2964,NA,"Animalia","Mollusca","Bivalvia","Veneroida","Donacidae","Donax","Donax","","Linnaeus, 1758"
5845,"Donax variabilis  ",156776,NA,NA,873,876,928,6581,3807,2964,6708,"Animalia","Mollusca","Bivalvia","Veneroida","Donacidae","Donax","Donax variabilis","variable coquina","Say, 1822"
5846,"Doryteuthis   ",410349,NA,NA,873,876,981,1115,3910,2965,NA,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Doryteuthis","Doryteuthis","","Naef, 1912"
5847,"Dromiacea   ",106678,NA,NA,873,903,975,1055,NA,NA,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","","","Dromiacea","","de Haan,, 1833"
5848,"Echinidae   ",123160,NA,NA,873,909,967,6611,3812,NA,NA,"Animalia","Echinodermata","Echinoidea","Camarodonta","Echinidae","","Echinidae","","Gray, 1825"
5849,"Echinocardium",123426,NA,NA,873,909,967,1178,3915,2974,NA,"Animalia","Echinodermata","Echinoidea","Spatangoida","Loveniidae","Echinocardium","Echinocardium","","Gray, 1825"
5850,"Echinocyamus   ",123384,NA,NA,873,909,967,1042,6709,2975,NA,"Animalia","Echinodermata","Echinoidea","Clypeasteroida","Echinocyamidae","Echinocyamus","Echinocyamus","","van Phelsum, 1774"
5851,"Echinocyamus pusillus  ",124273,NA,NA,873,909,967,1042,6709,2975,6710,"Animalia","Echinodermata","Echinoidea","Clypeasteroida","Echinocyamidae","Echinocyamus","Echinocyamus pusillus","green urchin","(O.F. Müller, 1776)"
5852,"Echinodermata   ",1806,NA,NA,873,909,NA,NA,NA,NA,6711,"Animalia","Echinodermata","","","","","Echinodermata","echinoderms","Bruguière, 1791 [ex Klein, 1734]"
5853,"Echiodon   ",125854,NA,NA,873,890,984,1132,3734,2978,NA,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Carapidae","Echiodon","Echiodon","","Thompson, 1837"
5854,"Echiodon drummondii  ",126663,NA,NA,873,890,984,1132,3734,2978,NA,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Carapidae","Echiodon","Echiodon drummondii","","Thompson, 1837"
5855,"Echiurida   ",110345,NA,NA,873,885,946,1065,NA,NA,NA,"Animalia","Echiura","Echiuroidea","Echiurida","","","Echiurida","",""
5856,"Echiurus   ",110358,NA,NA,873,885,946,1065,3813,2979,NA,"Animalia","Echiura","Echiuroidea","Echiurida","Echiuridae","Echiurus","Echiurus","","Guérin-Méneville, 1831"
5857,"Echiurus echiurus",110377,NA,NA,873,885,946,1065,3813,2979,NA,"Animalia","Echiura","Echiuroidea","Echiurida","Echiuridae","Echiurus","Echiurus echiurus","","(Pallas, 1767)"
5858,"Eledone cirrhosa  ",140600,NA,NA,873,876,981,1129,3974,2983,6712,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Eledone","Eledone cirrhosa","Horned octopus","(Lamarck, 1798)"
5859,"Ensis   ",138333,NA,NA,873,876,928,6613,4019,2989,6713,"Animalia","Mollusca","Bivalvia","[unassigned] Euheterodonta","Pharidae","Ensis","Ensis","Razor shell","Schumacher, 1817"
5860,"Epimeria   ",101506,NA,NA,873,903,975,1003,3820,2992,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria","Epimeria","","Costa, 1851"
5861,"Epimeria cornigera  ",102145,NA,NA,873,903,975,1003,3820,2992,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria","Epimeria cornigera","","(Fabricius, 1779)"
5862,"Epimeria tuberculata  ",102148,NA,NA,873,903,975,1003,3820,2992,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Epimeriidae","Epimeria","Epimeria tuberculata","","G.O. Sars, 1893"
5863,"Eucladocera   ",148344,NA,NA,873,903,932,1061,NA,NA,NA,"Animalia","Arthropoda","Branchiopoda","Diplostraca","","","Eucladocera","",""
5864,"Eudorellopsis deformis  ",110536,NA,NA,873,903,975,1048,3899,3007,NA,"Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Eudorellopsis","Eudorellopsis deformis","","(Krøyer, 1846)"
5865,"Eunice   ",129278,NA,NA,873,875,938,1071,3828,3012,NA,"Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","Eunice","","Cuvier, 1817"
5866,"Eunicidae   ",966,NA,NA,873,875,938,1071,3828,NA,NA,"Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","","Eunicidae","","Berthold, 1827"
5867,"Euphausia americana  ",110682,NA,NA,873,903,975,1072,3829,3013,NA,"Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia americana","","Hansen, 1911"
5869,"Eusiridae   ",101380,NA,NA,873,903,975,1003,3830,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","","Eusiridae","","Stebbing, 1888"
5870,"Eutrigla gurnardus",150637,NA,NA,873,890,984,1169,4159,3021,6714,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla","Eutrigla gurnardus","grey gurnard","(Linnaeus, 1758)"
5872,"Facelinidae   ",191,NA,NA,873,876,947,1127,3832,NA,NA,"Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae","","Facelinidae","","Bergh, 1889"
5873,"Flabelligera   ",129291,NA,NA,873,875,938,1191,3834,3026,NA,"Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Flabelligera","Flabelligera","","Sars, 1829"
5874,"Foraminiferida   ",22528,NA,NA,870,897,NA,1077,NA,NA,NA,"Protozoa","Foraminifera","","Foraminiferida","","","Foraminiferida","",""
5875,"Fucaceae   ",143723,NA,NA,872,880,980,1080,3837,NA,NA,"Chromista","Heterokontophyta","Phaeophyceae","Fucales","Fucaceae","","Fucaceae","","Adanson, 1763"
5876,"Gadiculus   ",125731,NA,NA,873,890,984,1081,3839,3034,NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadiculus","Gadiculus","","Guichenot, 1850"
5877,"Gadiculus argenteus  ",126435,NA,NA,873,890,984,1081,3839,3034,NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadiculus","Gadiculus argenteus","","Guichenot, 1850"
5878,"Gadoidei   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
5879,"Gadus   ",125732,NA,NA,873,890,984,1081,3839,3035,NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus","","Linnaeus, 1758"
5880,"Galathea   ",106834,NA,NA,873,903,975,1055,3840,3037,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea","","Fabricius, 1793"
5881,"Galathea dispersa  ",107148,NA,NA,873,903,975,1055,3840,3037,6716,"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea dispersa","squat lobster","Bate, 1859"
5882,"Galathea rostrata  ",392255,NA,NA,873,903,975,1055,3840,3037,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea rostrata","","A. Milne Edwards 1880"
5883,"Galathea squamifera  ",107154,NA,NA,873,903,975,1055,3840,3037,6717,"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea squamifera","black squat lobster","Leach, 1814"
5884,"Galatheidae   ",106733,NA,NA,873,903,975,1055,3840,NA,6674,"Animalia","Arthropoda","Malacostraca","Decapoda","Galatheidae","","Galatheidae","squat lobsters","Samoelle, 1819"
